"subject" "activity" "feature" "average"
2 "WALKING_UPSTAIRS" "timegravityaccmeany" -0.28815577
2 "WALKING_UPSTAIRS" "timegravityaccmeanz" -0.06781748991875
2 "WALKING_UPSTAIRS" "timegravityaccstdx" -0.957572627916667
2 "WALKING_UPSTAIRS" "timegravityaccstdy" -0.949318606458333
2 "WALKING_UPSTAIRS" "timegravityaccstdz" -0.905460444791667
3 "LAYING" "frequencybodyaccjerkmagmean" -0.378290516451613
3 "LAYING" "frequencybodyaccjerkmagstd" -0.259175922112903
3 "LAYING" "frequencybodyaccjerkmeanx" -0.452792822096774
3 "LAYING" "frequencybodyaccjerkmeany" -0.254631274322581
3 "LAYING" "frequencybodyaccjerkmeanz" -0.550074707741935
3 "LAYING" "frequencybodyaccjerkstdx" -0.377512394354839
3 "LAYING" "frequencybodyaccjerkstdy" -0.115265177658065
3 "LAYING" "frequencybodyaccjerkstdz" -0.570620587903226
3 "LAYING" "frequencybodyaccmagmean" -0.456498225532258
3 "LAYING" "frequencybodyaccmagstd" -0.585216993548387
3 "LAYING" "frequencybodyaccmeanx" -0.392020405177419
3 "LAYING" "frequencybodyaccmeany" -0.130457000918871
3 "LAYING" "frequencybodyaccmeanz" -0.416669522096774
3 "LAYING" "frequencybodyaccstdx" -0.338654346919355
3 "LAYING" "frequencybodyaccstdy" -0.118594266033871
3 "LAYING" "frequencybodyaccstdz" -0.305745493870968
3 "LAYING" "frequencybodygyrojerkmagmean" -0.608735096451613
3 "LAYING" "frequencybodygyrojerkmagstd" -0.552755657096774
3 "LAYING" "frequencybodygyromagmean" -0.548262358548387
3 "LAYING" "frequencybodygyromagstd" -0.63902265483871
3 "LAYING" "frequencybodygyromeanx" -0.443251909516129
3 "LAYING" "frequencybodygyromeany" -0.519276847580645
3 "LAYING" "frequencybodygyromeanz" -0.436790323870968
3 "LAYING" "frequencybodygyrostdx" -0.536050663709677
3 "LAYING" "frequencybodygyrostdy" -0.470306107258064
3 "LAYING" "frequencybodygyrostdz" -0.475020900645161
3 "LAYING" "timebodyaccjerkmagmean" -0.34273830516129
3 "LAYING" "timebodyaccjerkmagstd" -0.320763136935484
3 "LAYING" "timebodyaccjerkmeanx" 0.0766046622612903
3 "LAYING" "timebodyaccjerkmeany" 0.018428866395
3 "LAYING" "timebodyaccjerkmeanz" 0.0243059335419355
3 "LAYING" "timebodyaccjerkstdx" -0.388434383064516
3 "LAYING" "timebodyaccjerkstdy" -0.159909274232258
3 "LAYING" "timebodyaccjerkstdz" -0.560994869354839
3 "LAYING" "timebodyaccmagmean" -0.198774431548387
3 "LAYING" "timebodyaccmagstd" -0.486954886919355
3 "LAYING" "timebodyaccmeanx" 0.270851168548387
3 "LAYING" "timebodyaccmeany" -0.0185031166833871
3 "LAYING" "timebodyaccmeanz" -0.109290574145161
3 "LAYING" "timebodyaccstdx" -0.352623631596774
3 "LAYING" "timebodyaccstdy" -0.084250185005
3 "LAYING" "timebodyaccstdz" -0.308259404032258
3 "LAYING" "timebodygyrojerkmagmean" -0.546464403064516
3 "LAYING" "timebodygyrojerkmagstd" -0.569541442580645
3 "LAYING" "timebodygyrojerkmeanx" -0.102672715283871
3 "LAYING" "timebodygyrojerkmeany" -0.0385631045903226
3 "LAYING" "timebodygyrojerkmeanz" -0.0453508991645161
3 "LAYING" "timebodygyrojerkstdx" -0.466036146290323
3 "LAYING" "timebodygyrojerkstdy" -0.58756195483871
3 "LAYING" "timebodygyrojerkstdz" -0.554576390483871
3 "LAYING" "timebodygyromagmean" -0.376934743064516
3 "LAYING" "timebodygyromagstd" -0.551812747741935
3 "LAYING" "timebodygyromeanx" -0.0170311090258065
3 "LAYING" "timebodygyromeany" -0.0833153154193548
3 "LAYING" "timebodygyromeanz" 0.0840131091919355
3 "LAYING" "timebodygyrostdx" -0.512197931935484
3 "LAYING" "timebodygyrostdy" -0.485411185967742
3 "LAYING" "timebodygyrostdz" -0.425496859354839
3 "LAYING" "timegravityaccmagmean" -0.198774431548387
3 "LAYING" "timegravityaccmagstd" -0.486954886919355
3 "LAYING" "timegravityaccmeanx" 0.855009657096774
3 "LAYING" "timegravityaccmeany" -0.118436839096774
3 "LAYING" "timegravityaccmeanz" -0.136867928822581
3 "LAYING" "timegravityaccstdx" -0.981040246129032
3 "LAYING" "timegravityaccstdy" -0.970720467419355
3 "LAYING" "timegravityaccstdz" -0.956621584516129
3 "SITTING" "frequencybodyaccjerkmagmean" -0.946107656538462
3 "SITTING" "frequencybodyaccjerkmagstd" -0.943702504038462
3 "SITTING" "frequencybodyaccjerkmeanx" -0.958024250769231
3 "SITTING" "frequencybodyaccjerkmeany" -0.933489928230769
3 "SITTING" "frequencybodyaccjerkmeanz" -0.962925444230769
3 "SITTING" "frequencybodyaccjerkstdx" -0.9550623375
3 "SITTING" "frequencybodyaccjerkstdy" -0.927707183826923
3 "SITTING" "frequencybodyaccjerkstdz" -0.965452838076923
3 "SITTING" "frequencybodyaccmagmean" -0.943731901346154
3 "SITTING" "frequencybodyaccmagstd" -0.940229219038462
3 "SITTING" "frequencybodyaccmeanx" -0.952257122307692
3 "SITTING" "frequencybodyaccmeany" -0.915918858173077
3 "SITTING" "frequencybodyaccmeanz" -0.9439367975
3 "SITTING" "frequencybodyaccstdx" -0.9468154825
3 "SITTING" "frequencybodyaccstdy" -0.91102808925
3 "SITTING" "frequencybodyaccstdz" -0.921767895961539
3 "SITTING" "frequencybodygyrojerkmagmean" -0.965538027884615
3 "SITTING" "frequencybodygyrojerkmagstd" -0.959401531538462
3 "SITTING" "frequencybodygyromagmean" -0.954518648076923
3 "SITTING" "frequencybodygyromagstd" -0.953165513461538
3 "SITTING" "frequencybodygyromeanx" -0.952691768076923
3 "SITTING" "frequencybodygyromeany" -0.956430623076923
3 "SITTING" "frequencybodygyromeanz" -0.954570508076923
3 "SITTING" "frequencybodygyrostdx" -0.959265629038462
3 "SITTING" "frequencybodygyrostdy" -0.954504093846154
3 "SITTING" "frequencybodygyrostdz" -0.956062465961538
3 "SITTING" "timebodyaccjerkmagmean" -0.949838303076923
3 "SITTING" "timebodyaccjerkmagstd" -0.945308738846154
3 "SITTING" "timebodyaccjerkmeanx" 0.0722924706461539
3 "SITTING" "timebodyaccjerkmeany" 0.0108870501576923
3 "SITTING" "timebodyaccjerkmeanz" -0.00320487600288462
3 "SITTING" "timebodyaccjerkstdx" -0.954536197307692
3 "SITTING" "timebodyaccjerkstdy" -0.928299830673077
3 "SITTING" "timebodyaccjerkstdz" -0.964913944423077
3 "SITTING" "timebodyaccmagmean" -0.922058115192308
3 "SITTING" "timebodyaccmagstd" -0.935390733076923
3 "SITTING" "timebodyaccmeanx" 0.27335412
3 "SITTING" "timebodyaccmeany" -0.0183881581419231
3 "SITTING" "timebodyaccmeanz" -0.106687204461538
3 "SITTING" "timebodyaccstdx" -0.948270013076923
3 "SITTING" "timebodyaccstdy" -0.909293764721154
3 "SITTING" "timebodyaccstdz" -0.926068430769231
3 "SITTING" "timebodygyrojerkmagmean" -0.964561613076923
3 "SITTING" "timebodygyrojerkmagstd" -0.961705405
3 "SITTING" "timebodygyrojerkmeanx" -0.105163769903846
3 "SITTING" "timebodygyrojerkmeany" -0.0409775218461538
3 "SITTING" "timebodygyrojerkmeanz" -0.0559542638076923
3 "SITTING" "timebodygyrojerkstdx" -0.9621402175
3 "SITTING" "timebodygyrojerkstdy" -0.961308260576923
3 "SITTING" "timebodygyrojerkstdz" -0.967080889423077
3 "SITTING" "timebodygyromagmean" -0.940041299615385
3 "SITTING" "timebodygyromagstd" -0.948031220961538
3 "SITTING" "timebodygyromeanx" -0.0119223099935385
3 "SITTING" "timebodygyromeany" -0.0847063840769231
3 "SITTING" "timebodygyromeanz" 0.0816831825961538
3 "SITTING" "timebodygyrostdx" -0.957545245384615
3 "SITTING" "timebodygyrostdy" -0.954934639038462
3 "SITTING" "timebodygyrostdz" -0.952425612884615
3 "SITTING" "timegravityaccmagmean" -0.922058115192308
3 "SITTING" "timegravityaccmagstd" -0.935390733076923
3 "SITTING" "timegravityaccmeanx" -0.137966858269231
3 "SITTING" "timegravityaccmeany" 0.627335674269231
3 "SITTING" "timegravityaccmeanz" 0.658112259038461
3 "SITTING" "timegravityaccstdx" -0.973480661923077
3 "SITTING" "timegravityaccstdy" -0.971941961346154
3 "SITTING" "timegravityaccstdz" -0.964240199038462
3 "STANDING" "frequencybodyaccjerkmagmean" -0.984148819836066
3 "STANDING" "frequencybodyaccjerkmagstd" -0.983088636229508
3 "STANDING" "frequencybodyaccjerkmeanx" -0.987790253934426
3 "STANDING" "frequencybodyaccjerkmeany" -0.980372315901639
3 "STANDING" "frequencybodyaccjerkmeanz" -0.982965675737705
3 "STANDING" "frequencybodyaccjerkstdx" -0.988880839508197
3 "STANDING" "frequencybodyaccjerkstdy" -0.982141202622951
3 "STANDING" "frequencybodyaccjerkstdz" -0.986338412131148
3 "STANDING" "frequencybodyaccmagmean" -0.962501745737705
3 "STANDING" "frequencybodyaccmagstd" -0.953074076393443
3 "STANDING" "frequencybodyaccmeanx" -0.982493600163934
3 "STANDING" "frequencybodyaccmeany" -0.958123970327869
3 "STANDING" "frequencybodyaccmeanz" -0.967026220163934
3 "STANDING" "frequencybodyaccstdx" -0.980857951639344
3 "STANDING" "frequencybodyaccstdy" -0.946366788032787
3 "STANDING" "frequencybodyaccstdz" -0.952054993442623
3 "STANDING" "frequencybodygyrojerkmagmean" -0.987340264426229
3 "STANDING" "frequencybodygyrojerkmagstd" -0.986234280491803
3 "STANDING" "frequencybodygyromagmean" -0.969847415081967
3 "STANDING" "frequencybodygyromagstd" -0.958882724262295
3 "STANDING" "frequencybodygyromeanx" -0.976763825573771
3 "STANDING" "frequencybodygyromeany" -0.976601699508197
3 "STANDING" "frequencybodygyromeanz" -0.97457660442623
3 "STANDING" "frequencybodygyrostdx" -0.980689017704918
3 "STANDING" "frequencybodygyrostdy" -0.971168835573771
3 "STANDING" "frequencybodygyrostdz" -0.974599089508197
3 "STANDING" "timebodyaccjerkmagmean" -0.986106574754098
3 "STANDING" "timebodyaccjerkmagstd" -0.984175457540984
3 "STANDING" "timebodyaccjerkmeanx" 0.0790638318360656
3 "STANDING" "timebodyaccjerkmeany" 0.00450437513442623
3 "STANDING" "timebodyaccjerkmeanz" 0.00487436589131148
3 "STANDING" "timebodyaccjerkstdx" -0.987769195081967
3 "STANDING" "timebodyaccjerkstdy" -0.980496112295082
3 "STANDING" "timebodyaccjerkstdz" -0.985333352295082
3 "STANDING" "timebodyaccmagmean" -0.960480628360656
3 "STANDING" "timebodyaccmagstd" -0.95175549147541
3 "STANDING" "timebodyaccmeanx" 0.272441602885246
3 "STANDING" "timebodyaccmeany" -0.0173236058459016
3 "STANDING" "timebodyaccmeanz" -0.114174567819672
3 "STANDING" "timebodyaccstdx" -0.981282996557377
3 "STANDING" "timebodyaccstdy" -0.948463197377049
3 "STANDING" "timebodyaccstdz" -0.955298292786885
3 "STANDING" "timebodygyrojerkmagmean" -0.989835001639344
3 "STANDING" "timebodygyrojerkmagstd" -0.986571026721311
3 "STANDING" "timebodygyrojerkmeanx" -0.0968805722295082
3 "STANDING" "timebodygyrojerkmeany" -0.0379650870491803
3 "STANDING" "timebodygyrojerkmeanz" -0.0557005537803279
3 "STANDING" "timebodygyrojerkstdx" -0.986572712131148
3 "STANDING" "timebodygyrojerkstdy" -0.987805089180328
3 "STANDING" "timebodygyrojerkstdz" -0.990168460327869
3 "STANDING" "timebodygyromagmean" -0.951850009016393
3 "STANDING" "timebodygyromagstd" -0.958738042622951
3 "STANDING" "timebodygyromeanx" -0.0417237462268852
3 "STANDING" "timebodygyromeany" -0.076186481047541
3 "STANDING" "timebodygyromeanz" 0.0975869137639344
3 "STANDING" "timebodygyrostdx" -0.979701557213115
3 "STANDING" "timebodygyrostdy" -0.972883668688525
3 "STANDING" "timebodygyrostdz" -0.97266440557377
3 "STANDING" "timegravityaccmagmean" -0.960480628360656
3 "STANDING" "timegravityaccmagstd" -0.95175549147541
3 "STANDING" "timegravityaccmeanx" 0.604849296065574
3 "STANDING" "timegravityaccmeany" 0.151678392032787
3 "STANDING" "timegravityaccmeanz" 0.105431178237705
3 "STANDING" "timegravityaccstdx" -0.97073565442623
3 "STANDING" "timegravityaccstdy" -0.960815566065574
3 "STANDING" "timegravityaccstdz" -0.951510199016393
3 "WALKING" "frequencybodyaccjerkmagmean" -0.310994096137931
3 "WALKING" "frequencybodyaccjerkmagstd" -0.368183450094828
3 "WALKING" "frequencybodyaccjerkmeanx" -0.324248309844828
3 "WALKING" "frequencybodyaccjerkmeany" -0.393356062068966
3 "WALKING" "frequencybodyaccjerkmeanz" -0.57392549862069
3 "WALKING" "frequencybodyaccjerkstdx" -0.21790334847069
3 "WALKING" "frequencybodyaccjerkstdy" -0.366153363275862
3 "WALKING" "frequencybodyaccjerkstdz" -0.633552726724138
3 "WALKING" "frequencybodyaccmagmean" -0.0883710901655172
3 "WALKING" "frequencybodyaccmagstd" -0.183426672515517
3 "WALKING" "frequencybodyaccmeanx" -0.112816201000517
3 "WALKING" "frequencybodyaccmeany" -0.161924729098276
3 "WALKING" "frequencybodyaccmeanz" -0.372263943189655
3 "WALKING" "frequencybodyaccstdx" 0.0797450535275862
3 "WALKING" "frequencybodyaccstdy" -0.087182781387931
3 "WALKING" "frequencybodyaccstdz" -0.244084121315517
3 "WALKING" "frequencybodygyrojerkmagmean" -0.643265582068966
3 "WALKING" "frequencybodygyrojerkmagstd" -0.701732949827586
3 "WALKING" "frequencybodygyromagmean" -0.480433332758621
3 "WALKING" "frequencybodygyromagstd" -0.47747461362069
3 "WALKING" "frequencybodygyromeanx" -0.389210057163793
3 "WALKING" "frequencybodygyromeany" -0.509004381034483
3 "WALKING" "frequencybodygyromeanz" -0.380343604482759
3 "WALKING" "frequencybodygyrostdx" -0.470479936086207
3 "WALKING" "frequencybodygyrostdy" -0.493886415
3 "WALKING" "frequencybodygyrostdz" -0.426874469224138
3 "WALKING" "timebodyaccjerkmagmean" -0.319112164482759
3 "WALKING" "timebodyaccjerkmagstd" -0.3333335455
3 "WALKING" "timebodyaccjerkmeanx" 0.114554129191379
3 "WALKING" "timebodyaccjerkmeany" 0.00911632517982758
3 "WALKING" "timebodyaccjerkmeanz" -0.0142227199603448
3 "WALKING" "timebodyaccjerkstdx" -0.237145305241379
3 "WALKING" "timebodyaccjerkstdy" -0.359572284034483
3 "WALKING" "timebodyaccjerkstdz" -0.604393525172414
3 "WALKING" "timebodyaccmagmean" 0.0418896265872414
3 "WALKING" "timebodyaccmagstd" -0.0539970274189655
3 "WALKING" "timebodyaccmeanx" 0.266426060551724
3 "WALKING" "timebodyaccmeany" -0.0207023370410345
3 "WALKING" "timebodyaccmeanz" -0.107843389651724
3 "WALKING" "timebodyaccstdx" 0.0306176269637931
3 "WALKING" "timebodyaccstdy" -0.0723305201787931
3 "WALKING" "timebodyaccstdz" -0.248218140539655
3 "WALKING" "timebodygyrojerkmagmean" -0.605850154827586
3 "WALKING" "timebodygyrojerkmagstd" -0.657117864827586
3 "WALKING" "timebodygyrojerkmeanx" -0.137156082218966
3 "WALKING" "timebodygyrojerkmeany" -0.049003656935
3 "WALKING" "timebodygyrojerkmeanz" -0.0521111837163793
3 "WALKING" "timebodygyrojerkstdx" -0.582943535
3 "WALKING" "timebodygyrojerkstdy" -0.643169904827586
3 "WALKING" "timebodygyrojerkstdz" -0.590124487758621
3 "WALKING" "timebodygyromagmean" -0.245851934310345
3 "WALKING" "timebodygyromagstd" -0.417559918275862
3 "WALKING" "timebodygyromeanx" 0.0483481221310345
3 "WALKING" "timebodygyromeany" -0.105672724177207
3 "WALKING" "timebodygyromeanz" 0.0170488511741379
3 "WALKING" "timebodygyrostdx" -0.447532309810345
3 "WALKING" "timebodygyrostdy" -0.49650370862069
3 "WALKING" "timebodygyrostdz" -0.369713239465517
3 "WALKING" "timegravityaccmagmean" 0.0418896265872414
3 "WALKING" "timegravityaccmagstd" -0.0539970274189655
3 "WALKING" "timegravityaccmeanx" 0.897822080689655
3 "WALKING" "timegravityaccmeany" -0.203549933827586
3 "WALKING" "timegravityaccmeanz" -0.22616747
3 "WALKING" "timegravityaccstdx" -0.950908288793103
3 "WALKING" "timegravityaccstdy" -0.933417098965517
3 "WALKING" "timegravityaccstdz" -0.914797497413793
3 "WALKING_DOWNSTAIRS" "frequencybodyaccjerkmagmean" -0.420236569867347
3 "WALKING_DOWNSTAIRS" "frequencybodyaccjerkmagstd" -0.470664707920408
3 "WALKING_DOWNSTAIRS" "frequencybodyaccjerkmeanx" -0.432730259295918
3 "WALKING_DOWNSTAIRS" "frequencybodyaccjerkmeany" -0.482820357755102
3 "WALKING_DOWNSTAIRS" "frequencybodyaccjerkmeanz" -0.668319164897959
3 "WALKING_DOWNSTAIRS" "frequencybodyaccjerkstdx" -0.353908448918367
3 "WALKING_DOWNSTAIRS" "frequencybodyaccjerkstdy" -0.455414401387755
3 "WALKING_DOWNSTAIRS" "frequencybodyaccjerkstdz" -0.714666221632653
3 "WALKING_DOWNSTAIRS" "frequencybodyaccmagmean" -0.252500823544898
3 "WALKING_DOWNSTAIRS" "frequencybodyaccmagstd" -0.317168737589796
3 "WALKING_DOWNSTAIRS" "frequencybodyaccmeanx" -0.289253158965306
3 "WALKING_DOWNSTAIRS" "frequencybodyaccmeany" -0.289819155593878
3 "WALKING_DOWNSTAIRS" "frequencybodyaccmeanz" -0.50412313422449
3 "WALKING_DOWNSTAIRS" "frequencybodyaccstdx" -0.155772408681633
3 "WALKING_DOWNSTAIRS" "frequencybodyaccstdy" -0.244979372567347
3 "WALKING_DOWNSTAIRS" "frequencybodyaccstdz" -0.388334430065306
3 "WALKING_DOWNSTAIRS" "frequencybodygyrojerkmagmean" -0.693617262857143
3 "WALKING_DOWNSTAIRS" "frequencybodygyrojerkmagstd" -0.738130109183673
3 "WALKING_DOWNSTAIRS" "frequencybodygyromagmean" -0.559556642244898
3 "WALKING_DOWNSTAIRS" "frequencybodygyromagstd" -0.56799620755102
3 "WALKING_DOWNSTAIRS" "frequencybodygyromeanx" -0.48686711977551
3 "WALKING_DOWNSTAIRS" "frequencybodygyromeany" -0.589622053469388
3 "WALKING_DOWNSTAIRS" "frequencybodygyromeanz" -0.49549198877551
3 "WALKING_DOWNSTAIRS" "frequencybodygyrostdx" -0.571479302416326
3 "WALKING_DOWNSTAIRS" "frequencybodygyrostdy" -0.581365682040816
3 "WALKING_DOWNSTAIRS" "frequencybodygyrostdz" -0.527638516244898
3 "WALKING_DOWNSTAIRS" "timebodyaccjerkmagmean" -0.439745729438775
3 "WALKING_DOWNSTAIRS" "timebodyaccjerkmagstd" -0.439676970393878
3 "WALKING_DOWNSTAIRS" "timebodyaccjerkmeanx" 0.0741290540877551
3 "WALKING_DOWNSTAIRS" "timebodyaccjerkmeany" 0.00676294874306122
3 "WALKING_DOWNSTAIRS" "timebodyaccjerkmeanz" 0.0146017238883673
3 "WALKING_DOWNSTAIRS" "timebodyaccjerkstdx" -0.365273052877551
3 "WALKING_DOWNSTAIRS" "timebodyaccjerkstdy" -0.451784467
3 "WALKING_DOWNSTAIRS" "timebodyaccjerkstdz" -0.692061697346939
3 "WALKING_DOWNSTAIRS" "timebodyaccmagmean" -0.176442003726531
3 "WALKING_DOWNSTAIRS" "timebodyaccmagstd" -0.214659012971429
3 "WALKING_DOWNSTAIRS" "timebodyaccmeanx" 0.281824368163265
3 "WALKING_DOWNSTAIRS" "timebodyaccmeany" -0.0188340038979592
3 "WALKING_DOWNSTAIRS" "timebodyaccmeanz" -0.106142808408163
3 "WALKING_DOWNSTAIRS" "timebodyaccstdx" -0.189840651414898
3 "WALKING_DOWNSTAIRS" "timebodyaccstdy" -0.226628157279592
3 "WALKING_DOWNSTAIRS" "timebodyaccstdz" -0.396692839112245
3 "WALKING_DOWNSTAIRS" "timebodygyrojerkmagmean" -0.673052561428571
3 "WALKING_DOWNSTAIRS" "timebodygyrojerkmagstd" -0.703059775306122
3 "WALKING_DOWNSTAIRS" "timebodygyrojerkmeanx" -0.109862861061224
3 "WALKING_DOWNSTAIRS" "timebodygyrojerkmeany" -0.027249301037551
3 "WALKING_DOWNSTAIRS" "timebodygyrojerkmeanz" -0.0383080167840816
3 "WALKING_DOWNSTAIRS" "timebodygyrojerkstdx" -0.645059132857143
3 "WALKING_DOWNSTAIRS" "timebodygyrojerkstdy" -0.701790534081633
3 "WALKING_DOWNSTAIRS" "timebodygyrojerkstdz" -0.664343613673469
3 "WALKING_DOWNSTAIRS" "timebodygyromagmean" -0.403819125276531
3 "WALKING_DOWNSTAIRS" "timebodygyromagstd" -0.513097960326531
3 "WALKING_DOWNSTAIRS" "timebodygyromeanx" -0.0316960165657143
3 "WALKING_DOWNSTAIRS" "timebodygyromeany" -0.0728619222857143
3 "WALKING_DOWNSTAIRS" "timebodygyromeanz" 0.0768932200728571
3 "WALKING_DOWNSTAIRS" "timebodygyrostdx" -0.549159483489796
3 "WALKING_DOWNSTAIRS" "timebodygyrostdy" -0.581778464693878
3 "WALKING_DOWNSTAIRS" "timebodygyrostdz" -0.482714911332653
3 "WALKING_DOWNSTAIRS" "timegravityaccmagmean" -0.176442003726531
3 "WALKING_DOWNSTAIRS" "timegravityaccmagstd" -0.214659012971429
3 "WALKING_DOWNSTAIRS" "timegravityaccmeanx" 0.892835280204082
3 "WALKING_DOWNSTAIRS" "timegravityaccmeany" -0.260284528020408
3 "WALKING_DOWNSTAIRS" "timegravityaccmeanz" -0.17144770444898
3 "WALKING_DOWNSTAIRS" "timegravityaccstdx" -0.960443565102041
3 "WALKING_DOWNSTAIRS" "timegravityaccstdy" -0.939497304897959
3 "WALKING_DOWNSTAIRS" "timegravityaccstdz" -0.92679426
3 "WALKING_UPSTAIRS" "frequencybodyaccjerkmagmean" -0.984549161186441
3 "WALKING_UPSTAIRS" "frequencybodyaccjerkmagstd" -0.983537356779661
3 "WALKING_UPSTAIRS" "frequencybodyaccjerkmeanx" -0.990818944915254
3 "WALKING_UPSTAIRS" "frequencybodyaccjerkmeany" -0.97805441440678
3 "WALKING_UPSTAIRS" "frequencybodyaccjerkmeanz" -0.986663939322034
3 "WALKING_UPSTAIRS" "frequencybodyaccjerkstdx" -0.990991139661017
3 "WALKING_UPSTAIRS" "frequencybodyaccjerkstdy" -0.981635479830508
3 "WALKING_UPSTAIRS" "frequencybodyaccjerkstdz" -0.98944095
3 "WALKING_UPSTAIRS" "frequencybodyaccmagmean" -0.968790634915254
3 "WALKING_UPSTAIRS" "frequencybodyaccmagstd" -0.962986944745763
3 "WALKING_UPSTAIRS" "frequencybodyaccmeanx" -0.989801911355932
3 "WALKING_UPSTAIRS" "frequencybodyaccmeany" -0.95861046220339
3 "WALKING_UPSTAIRS" "frequencybodyaccmeanz" -0.97290526440678
3 "WALKING_UPSTAIRS" "frequencybodyaccstdx" -0.990852931694915
3 "WALKING_UPSTAIRS" "frequencybodyaccstdy" -0.949801183389831
3 "WALKING_UPSTAIRS" "frequencybodyaccstdz" -0.956875969152542
3 "WALKING_UPSTAIRS" "frequencybodygyrojerkmagmean" -0.989912197627119
3 "WALKING_UPSTAIRS" "frequencybodygyrojerkmagstd" -0.987458680338983
3 "WALKING_UPSTAIRS" "frequencybodygyromagmean" -0.979023783559322
3 "WALKING_UPSTAIRS" "frequencybodygyromagstd" -0.971483266440678
3 "WALKING_UPSTAIRS" "frequencybodygyromeanx" -0.974880188644068
3 "WALKING_UPSTAIRS" "frequencybodygyromeany" -0.985372004237288
3 "WALKING_UPSTAIRS" "frequencybodygyromeanz" -0.977282384576271
3 "WALKING_UPSTAIRS" "frequencybodygyrostdx" -0.977461722033898
3 "WALKING_UPSTAIRS" "frequencybodygyrostdy" -0.982512146949153
3 "WALKING_UPSTAIRS" "frequencybodygyrostdz" -0.979604643728814
3 "WALKING_UPSTAIRS" "timebodyaccjerkmagmean" -0.988733892711864
3 "WALKING_UPSTAIRS" "timebodyaccjerkmagstd" -0.984604791355932
3 "WALKING_UPSTAIRS" "timebodyaccjerkmeanx" 0.0735179246949152
3 "WALKING_UPSTAIRS" "timebodyaccjerkmeany" 0.0034083479859322
3 "WALKING_UPSTAIRS" "timebodyaccjerkmeanz" -0.00414616143898305
3 "WALKING_UPSTAIRS" "timebodyaccjerkstdx" -0.990499095254237
3 "WALKING_UPSTAIRS" "timebodyaccjerkstdy" -0.978852322881356
3 "WALKING_UPSTAIRS" "timebodyaccjerkstdz" -0.988736399322034
3 "WALKING_UPSTAIRS" "timebodyaccmagmean" -0.968727336440678
3 "WALKING_UPSTAIRS" "timebodyaccmagstd" -0.961530718135593
3 "WALKING_UPSTAIRS" "timebodyaccmeanx" 0.279512977627119
3 "WALKING_UPSTAIRS" "timebodyaccmeany" -0.0136687931271186
3 "WALKING_UPSTAIRS" "timebodyaccmeanz" -0.109739334204576
3 "WALKING_UPSTAIRS" "timebodyaccstdx" -0.990469206271186
3 "WALKING_UPSTAIRS" "timebodyaccstdy" -0.951177865084746
3 "WALKING_UPSTAIRS" "timebodyaccstdz" -0.960852966949153
3 "WALKING_UPSTAIRS" "timebodygyrojerkmagmean" -0.991849321186441
3 "WALKING_UPSTAIRS" "timebodygyrojerkmagstd" -0.988562875423729
3 "WALKING_UPSTAIRS" "timebodygyrojerkmeanx" -0.100515446254237
3 "WALKING_UPSTAIRS" "timebodygyrojerkmeany" -0.0399281391355932
3 "WALKING_UPSTAIRS" "timebodygyrojerkmeanz" -0.0549820199830508
3 "WALKING_UPSTAIRS" "timebodygyrojerkstdx" -0.985289117966102
3 "WALKING_UPSTAIRS" "timebodygyrojerkstdy" -0.99239169220339
3 "WALKING_UPSTAIRS" "timebodygyrojerkstdz" -0.987739577457627
3 "WALKING_UPSTAIRS" "timebodygyromagmean" -0.96757584
3 "WALKING_UPSTAIRS" "timebodygyromagstd" -0.971435860847458
3 "WALKING_UPSTAIRS" "timebodygyromeanx" -0.027669894999661
3 "WALKING_UPSTAIRS" "timebodygyromeany" -0.0702771306779661
3 "WALKING_UPSTAIRS" "timebodygyromeanz" 0.0848331632372881
3 "WALKING_UPSTAIRS" "timebodygyrostdx" -0.976735245423729
3 "WALKING_UPSTAIRS" "timebodygyrostdy" -0.983440467118644
3 "WALKING_UPSTAIRS" "timebodygyrostdz" -0.977448529322034
3 "WALKING_UPSTAIRS" "timegravityaccmagmean" -0.968727336440678
3 "WALKING_UPSTAIRS" "timegravityaccmagstd" -0.961530718135593
3 "WALKING_UPSTAIRS" "timegravityaccmeanx" 0.929396423220339
3 "WALKING_UPSTAIRS" "timegravityaccmeany" -0.256984464813559
3 "WALKING_UPSTAIRS" "timegravityaccmeanz" 0.0186001898135593
3 "WALKING_UPSTAIRS" "timegravityaccstdx" -0.98550766220339
3 "WALKING_UPSTAIRS" "timegravityaccstdy" -0.966046754237288
3 "WALKING_UPSTAIRS" "timegravityaccstdz" -0.960212197288136
4 "LAYING" "frequencybodyaccjerkmagmean" -0.931874575555556
4 "LAYING" "frequencybodyaccjerkmagstd" -0.934401535555556
4 "LAYING" "frequencybodyaccjerkmeanx" -0.941729802037037
4 "LAYING" "frequencybodyaccjerkmeany" -0.913050216314815
4 "LAYING" "frequencybodyaccjerkmeanz" -0.958056685185185
4 "LAYING" "frequencybodyaccjerkstdx" -0.941438779444444
4 "LAYING" "frequencybodyaccjerkstdy" -0.911278767685185
4 "LAYING" "frequencybodyaccjerkstdz" -0.966565066481481
4 "LAYING" "frequencybodyaccmagmean" -0.894096982037037
4 "LAYING" "frequencybodyaccmagstd" -0.89298866
4 "LAYING" "frequencybodyaccmeanx" -0.935599149814815
4 "LAYING" "frequencybodyaccmeany" -0.86057706
4 "LAYING" "frequencybodyaccmeanz" -0.916730063888889
